商品名字,综合评分,性价比,功效,口味,包装,星座,性别,喜好种类,职业,年龄,口味喜好,个性标签,报告URL
精选四川阿坝冬虫夏草,5,5,5,5,5,双鱼,女,冲饮,自由职业者,30-34岁,甜食,其他,https://try.taobao.com/report/view.htm?itemId=21606463&reportId=41800215
精选四川阿坝冬虫夏草,4,3,4,4,5,白羊,女,主食,全职妈妈,35-39岁,川味,其他,https://try.taobao.com/report/view.htm?itemId=21606463&reportId=42210531
精选四川阿坝冬虫夏草,3.8,4,4,3,4,,,,,,,,https://try.taobao.com/report/view.htm?itemId=21606463&reportId=42226444
精选四川阿坝冬虫夏草,5,5,5,5,5,双鱼,女,水果,白领,25-29岁,海鲜,小资,https://try.taobao.com/report/view.htm?itemId=21606463&reportId=41820960
精选四川阿坝冬虫夏草,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=21606463&reportId=42350028
精选四川阿坝冬虫夏草,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=21606463&reportId=42048189
精选四川阿坝冬虫夏草,5,5,5,5,5,天蝎,女,水果,其他,30-34岁,甜食,其他,https://try.taobao.com/report/view.htm?itemId=21606463&reportId=41800685
精选四川阿坝冬虫夏草,5,5,5,5,5,水瓶,女,主食,学生,18岁以下,海鲜,土豪,https://try.taobao.com/report/view.htm?itemId=21606463&reportId=42838234
精选四川阿坝冬虫夏草,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=21606463&reportId=42240198
精选四川阿坝冬虫夏草,4.5,5,4,4,5,金牛,男,主食,其他,40-49岁,川味,宅男,https://try.taobao.com/report/view.htm?itemId=21606463&reportId=41818838
精选四川阿坝冬虫夏草,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=21606463&reportId=41942058
精选四川阿坝冬虫夏草,5,5,5,5,5,水瓶,女,水果,全职妈妈,30-34岁,甜食,其他,https://try.taobao.com/report/view.htm?itemId=21606463&reportId=42144810
精选四川阿坝冬虫夏草,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=21606463&reportId=41846066
精选四川阿坝冬虫夏草,5,5,5,5,5,射手,女,水果,全职妈妈,30-34岁,海鲜,其他,https://try.taobao.com/report/view.htm?itemId=21606463&reportId=42326087
精选四川阿坝冬虫夏草,5,5,5,5,5,摩羯,男,生鲜,其他,25-29岁,酸辣,小资,https://try.taobao.com/report/view.htm?itemId=21606463&reportId=41886347
精选四川阿坝冬虫夏草,4.5,4,5,4,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=21606463&reportId=41988688
精选四川阿坝冬虫夏草,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=21606463&reportId=42326848
精选四川阿坝冬虫夏草,5,5,5,5,5,天蝎,女,水果,其他,25-29岁,川味,小资,https://try.taobao.com/report/view.htm?itemId=21606463&reportId=41690052
精选四川阿坝冬虫夏草,5,5,5,5,5,金牛,女,零食,其他,18-24岁,酸辣,其他,https://try.taobao.com/report/view.htm?itemId=21606463&reportId=41794624
精选四川阿坝冬虫夏草,5,5,5,5,5,天蝎,女,水果,教师,18-24岁,甜食,其他,https://try.taobao.com/report/view.htm?itemId=21606463&reportId=41746348
精选四川阿坝冬虫夏草,4.3,4,4,4,5,天秤,男,主食,全职妈妈,35-39岁,川味,小资,https://try.taobao.com/report/view.htm?itemId=21606463&reportId=41842944
精选四川阿坝冬虫夏草,3.3,4,3,3,3,,,,,,,,https://try.taobao.com/report/view.htm?itemId=21606463&reportId=41910836
精选四川阿坝冬虫夏草,4.3,4,4,4,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=21606463&reportId=42054204
精选四川阿坝冬虫夏草,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=21606463&reportId=42240900
精选四川阿坝冬虫夏草,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=21606463&reportId=42108148
精选四川阿坝冬虫夏草,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=21606463&reportId=42262280
精选四川阿坝冬虫夏草,5,5,5,5,5,摩羯,女,零食,白领,30-34岁,川味,腐女,https://try.taobao.com/report/view.htm?itemId=21606463&reportId=41836196
精选四川阿坝冬虫夏草,5,5,5,5,5,巨蟹,女,零食,学生,18-24岁,川味,其他,https://try.taobao.com/report/view.htm?itemId=21606463&reportId=41882329
精选四川阿坝冬虫夏草,5,5,5,5,5,金牛,男,水果,自由职业者,18-24岁,川味,小资,https://try.taobao.com/report/view.htm?itemId=21606463&reportId=41952104
精选四川阿坝冬虫夏草,4.5,4,5,4,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=21606463&reportId=41808836
精选四川阿坝冬虫夏草,5,5,5,5,5,摩羯,女,肉脯,白领,18-24岁,海鲜,小资,https://try.taobao.com/report/view.htm?itemId=21606463&reportId=41792792
精选四川阿坝冬虫夏草,4.8,5,5,4,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=21606463&reportId=42288797
精选四川阿坝冬虫夏草,5,5,5,5,5,射手,女,肉脯,其他,25-29岁,川味,其他,https://try.taobao.com/report/view.htm?itemId=21606463&reportId=41814185
精选四川阿坝冬虫夏草,4.8,5,5,5,4,,,,,,,,https://try.taobao.com/report/view.htm?itemId=21606463&reportId=42212245
精选四川阿坝冬虫夏草,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=21606463&reportId=42122993
精选四川阿坝冬虫夏草,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=21606463&reportId=42324678
精选四川阿坝冬虫夏草,5,5,5,5,5,狮子,女,主食,全职妈妈,25-29岁,酸辣,其他,https://try.taobao.com/report/view.htm?itemId=21606463&reportId=41694253
精选四川阿坝冬虫夏草,5,5,5,5,5,摩羯,男,生鲜,自由职业者,30-34岁,川味,其他,https://try.taobao.com/report/view.htm?itemId=21606463&reportId=42176290
精选四川阿坝冬虫夏草,5,5,5,5,5,射手,女,坚果,其他,25-29岁,甜食,小资,https://try.taobao.com/report/view.htm?itemId=21606463&reportId=41984378
精选四川阿坝冬虫夏草,5,5,5,5,5,白羊,女,零食,已退休,40-49岁,酸辣,屌丝,https://try.taobao.com/report/view.htm?itemId=21606463&reportId=42690322
精选四川阿坝冬虫夏草,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=21606463&reportId=41832426
精选四川阿坝冬虫夏草,5,5,5,5,5,白羊,女,零食,学生,18-24岁,甜食,小资,https://try.taobao.com/report/view.htm?itemId=21606463&reportId=41998742
精选四川阿坝冬虫夏草,3.5,3,3,3,5,双子,女,冲饮,白领,35-39岁,川味,小资,https://try.taobao.com/report/view.htm?itemId=21606463&reportId=41810694
精选四川阿坝冬虫夏草,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=21606463&reportId=41902003
精选四川阿坝冬虫夏草,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=21606463&reportId=41812675
精选四川阿坝冬虫夏草,5,5,5,5,5,双子,女,主食,学生,18岁以下,海鲜,小资,https://try.taobao.com/report/view.htm?itemId=21606463&reportId=42090467
精选四川阿坝冬虫夏草,4.8,5,5,5,4,摩羯,女,主食,自由职业者,30-34岁,川味,其他,https://try.taobao.com/report/view.htm?itemId=21606463&reportId=41844979
精选四川阿坝冬虫夏草,5,5,5,5,5,巨蟹,女,零食,自由职业者,18-24岁,甜食,小资,https://try.taobao.com/report/view.htm?itemId=21606463&reportId=41792299
精选四川阿坝冬虫夏草,4.8,5,5,5,4,,,,,,,,https://try.taobao.com/report/view.htm?itemId=21606463&reportId=41816311
精选四川阿坝冬虫夏草,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=21606463&reportId=42256291
精选四川阿坝冬虫夏草,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=21606463&reportId=41988807
精选四川阿坝冬虫夏草,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=21606463&reportId=41918331
精选四川阿坝冬虫夏草,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=21606463&reportId=41842780
精选四川阿坝冬虫夏草,3.3,4,4,3,2,,,,,,,,https://try.taobao.com/report/view.htm?itemId=21606463&reportId=42332592
精选四川阿坝冬虫夏草,4,4,4,4,4,处女,女,零食,学生,18岁以下,甜食,其他,https://try.taobao.com/report/view.htm?itemId=21606463&reportId=44620760
精选四川阿坝冬虫夏草,4.3,4,4,4,5,摩羯,男,零食,白领,25-29岁,川味,闷骚,https://try.taobao.com/report/view.htm?itemId=21606463&reportId=42138632
精选四川阿坝冬虫夏草,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=21606463&reportId=41768356
精选四川阿坝冬虫夏草,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=21606463&reportId=42254284
精选四川阿坝冬虫夏草,5,5,5,5,5,天蝎,女,肉脯,公务员,25-29岁,海鲜,小资,https://try.taobao.com/report/view.htm?itemId=21606463&reportId=42638469
精选四川阿坝冬虫夏草,4.8,5,5,4,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=21606463&reportId=42304869
精选四川阿坝冬虫夏草,5,5,5,5,5,双子,女,生鲜,全职妈妈,35-39岁,海鲜,小资,https://try.taobao.com/report/view.htm?itemId=21606463&reportId=41786513
精选四川阿坝冬虫夏草,5,5,5,5,5,射手,女,零食,学生,18岁以下,海鲜,腐女,https://try.taobao.com/report/view.htm?itemId=21606463&reportId=41746474
精选四川阿坝冬虫夏草,3,3,3,3,3,,,,,,,,https://try.taobao.com/report/view.htm?itemId=21606463&reportId=42058174
精选四川阿坝冬虫夏草,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=21606463&reportId=41952042
精选四川阿坝冬虫夏草,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=21606463&reportId=41948378
精选四川阿坝冬虫夏草,5,5,5,5,5,天秤,男,主食,自由职业者,30-34岁,川味,屌丝,https://try.taobao.com/report/view.htm?itemId=21606463&reportId=41958538
精选四川阿坝冬虫夏草,3.3,4,3,3,3,白羊,男,水果,白领,25-29岁,川味,小资,https://try.taobao.com/report/view.htm?itemId=21606463&reportId=41888379
精选四川阿坝冬虫夏草,5,5,5,5,5,摩羯,男,肉脯,白领,35-39岁,酸辣,屌丝,https://try.taobao.com/report/view.htm?itemId=21606463&reportId=41954675
精选四川阿坝冬虫夏草,5,5,5,5,5,白羊,女,主食,公务员,35-39岁,甜食,白富美,https://try.taobao.com/report/view.htm?itemId=21606463&reportId=41782951
珍玖源精选野生冬虫夏草正品,4.5,4,5,4,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=21220476&reportId=41136514
珍玖源精选野生冬虫夏草正品,5,5,5,5,5,水瓶,男,生鲜,其他,30-34岁,海鲜,其他,https://try.taobao.com/report/view.htm?itemId=21220476&reportId=40996108
珍玖源精选野生冬虫夏草正品,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=21220476&reportId=41504725
珍玖源精选野生冬虫夏草正品,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=21220476&reportId=41288203
珍玖源精选野生冬虫夏草正品,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=21220476&reportId=41294020
珍玖源精选野生冬虫夏草正品,4,5,5,3,3,,,,,,,,https://try.taobao.com/report/view.htm?itemId=21220476&reportId=41580228
珍玖源精选野生冬虫夏草正品,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=21220476&reportId=41308321
西藏那曲冬虫夏草 4根/克,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=20944194&reportId=40110214
西藏那曲冬虫夏草 4根/克,4.3,4,4,4,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=20944194&reportId=40388190
西藏那曲冬虫夏草 4根/克,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=20944194&reportId=40050721
西藏那曲冬虫夏草 4根/克,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=20944194&reportId=40150721
抗疲劳增强免疫滋补冬虫夏草含片,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=20676023&reportId=39280101
抗疲劳增强免疫滋补冬虫夏草含片,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=20676023&reportId=39046132
抗疲劳增强免疫滋补冬虫夏草含片,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=20676023&reportId=39230597
抗疲劳增强免疫滋补冬虫夏草含片,5,5,5,5,5,天蝎,男,酒水,其他,35-39岁,川味,其他,https://try.taobao.com/report/view.htm?itemId=20676023&reportId=38920927
抗疲劳增强免疫滋补冬虫夏草含片,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=20676023&reportId=39378666
抗疲劳增强免疫滋补冬虫夏草含片,4.5,5,4,4,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=20676023&reportId=39242538
香港楼上 冬虫夏草,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=20504295&reportId=38666783
香港楼上 冬虫夏草,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=20504295&reportId=38820577
冬虫夏草含片,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=20312223&reportId=38250608
冬虫夏草含片,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=20312223&reportId=37600040
冬虫夏草含片,5,5,5,5,5,摩羯,男,酒水,公务员,50岁以上,海鲜,其他,https://try.taobao.com/report/view.htm?itemId=20312223&reportId=37738608
冬虫夏草含片,5,5,5,5,5,摩羯,女,主食,其他,40-49岁,海鲜,屌丝,https://try.taobao.com/report/view.htm?itemId=19932583&reportId=37222725
冬虫夏草含片,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=19932583&reportId=37378946
冬虫夏草含片,4.5,5,5,3,5,射手,女,坚果,自由职业者,30-34岁,甜食,腐女,https://try.taobao.com/report/view.htm?itemId=19932583&reportId=37508667
万基牌冬虫夏草胶囊,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=19882508&reportId=37036037
万基牌冬虫夏草胶囊,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=19882508&reportId=37150474
万基牌冬虫夏草胶囊,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=19882508&reportId=36560960
万基牌冬虫夏草胶囊,5,5,5,5,5,双子,男,肉脯,其他,35-39岁,海鲜,宅男,https://try.taobao.com/report/view.htm?itemId=19882508&reportId=37462364
万基牌冬虫夏草胶囊,5,5,5,5,5,双鱼,男,主食,其他,40-49岁,甜食,其他,https://try.taobao.com/report/view.htm?itemId=19882508&reportId=36242893
万基牌冬虫夏草胶囊,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=19882508&reportId=36966474
万基牌冬虫夏草胶囊,4.5,5,4,4,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=19882508&reportId=37878540
万基牌冬虫夏草胶囊,5,5,5,5,5,天蝎,女,零食,教师,25-29岁,川味,小资,https://try.taobao.com/report/view.htm?itemId=19882508&reportId=36626183
高海拨冬虫夏草 精选1条装,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=19030422&reportId=35434893
高海拨冬虫夏草 精选1条装,4.5,5,4,4,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=19030422&reportId=35500561
高海拨冬虫夏草 精选1条装,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=19030422&reportId=35240824
高海拨冬虫夏草 精选1条装,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=19030422&reportId=35242869
高海拨冬虫夏草 精选1条装,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=19030422&reportId=35290502
高海拨冬虫夏草 精选1条装,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=19030422&reportId=35706790
高海拨冬虫夏草 精选1条装,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=19030422&reportId=36092140
高海拨冬虫夏草 精选1条装,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=19030422&reportId=35246152
高海拨冬虫夏草 精选1条装,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=19030422&reportId=35578528
高海拨冬虫夏草 精选1条装,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=19030422&reportId=35334318
高海拨冬虫夏草 精选1条装,5,5,5,5,5,水瓶,男,生鲜,白领,25-29岁,海鲜,闷骚,https://try.taobao.com/report/view.htm?itemId=19030422&reportId=37196415
高海拨冬虫夏草 精选1条装,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=19030422&reportId=35260299
高海拨冬虫夏草 精选1条装,5,5,5,5,5,白羊,女,水果,白领,25-29岁,酸辣,腐女,https://try.taobao.com/report/view.htm?itemId=19030422&reportId=35524387
高海拨冬虫夏草 精选1条装,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=19030422&reportId=35360012
高海拨冬虫夏草 精选1条装,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=19030422&reportId=35356368
高海拨冬虫夏草 精选1条装,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=19030422&reportId=35206157
高海拨冬虫夏草 精选1条装,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=19030422&reportId=35276510
高海拨冬虫夏草 精选1条装,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=19030422&reportId=35242575
高海拨冬虫夏草 精选1条装,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=19030422&reportId=35202324
高海拨冬虫夏草 精选1条装,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=19030422&reportId=35604530
高海拨冬虫夏草 精选1条装,4,4,4,4,4,,,,,,,,https://try.taobao.com/report/view.htm?itemId=19030422&reportId=35304038
高海拨冬虫夏草 精选1条装,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=19030422&reportId=35532406
高海拨冬虫夏草 精选1条装,4.5,4,5,5,4,,,,,,,,https://try.taobao.com/report/view.htm?itemId=19030422&reportId=35416743
高海拨冬虫夏草 精选1条装,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=19030422&reportId=35248848
高海拨冬虫夏草 精选1条装,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=19030422&reportId=35774388
高海拨冬虫夏草 精选1条装,5,5,5,5,5,处女,女,零食,自由职业者,25-29岁,酸辣,其他,https://try.taobao.com/report/view.htm?itemId=19030422&reportId=35616828
高海拨冬虫夏草 精选1条装,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=19030422&reportId=35560133
高海拨冬虫夏草 精选1条装,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=19030422&reportId=41974748
高海拨冬虫夏草 精选1条装,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=19030422&reportId=35570312
高海拨冬虫夏草 精选1条装,4.5,4,4,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=19030422&reportId=35630136
高海拨冬虫夏草 精选1条装,5,5,5,5,5,双鱼,女,水果,自由职业者,25-29岁,川味,其他,https://try.taobao.com/report/view.htm?itemId=19030422&reportId=35554280
高海拨冬虫夏草 精选1条装,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=19030422&reportId=35202632
高海拨冬虫夏草 精选1条装,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=19030422&reportId=35234618
高海拨冬虫夏草 精选1条装,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=19030422&reportId=35504949
高海拨冬虫夏草 精选1条装,3.5,4,3,3,4,,,,,,,,https://try.taobao.com/report/view.htm?itemId=19030422&reportId=35332106
高海拨冬虫夏草 精选1条装,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=19030422&reportId=35410142
高海拨冬虫夏草 精选1条装,5,5,5,5,5,摩羯,男,生鲜,其他,30-34岁,酸辣,其他,https://try.taobao.com/report/view.htm?itemId=19030422&reportId=35238210
高海拨冬虫夏草 精选1条装,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=19030422&reportId=35596766
高海拨冬虫夏草 精选1条装,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=19030422&reportId=35450511
高海拨冬虫夏草 精选1条装,5,5,5,5,5,金牛,女,零食,其他,25-29岁,甜食,其他,https://try.taobao.com/report/view.htm?itemId=19030422&reportId=35258107
高海拨冬虫夏草 精选1条装,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=19030422&reportId=35526907
高海拨冬虫夏草 精选1条装,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=19030422&reportId=35192691
高海拨冬虫夏草 精选1条装,2.3,1,2,3,3,,,,,,,,https://try.taobao.com/report/view.htm?itemId=19030422&reportId=35552419
高海拨冬虫夏草 精选1条装,4.3,5,4,4,4,,,,,,,,https://try.taobao.com/report/view.htm?itemId=19030422&reportId=35574452
高海拨冬虫夏草 精选1条装,4.8,5,5,5,4,水瓶,女,生鲜,白领,18-24岁,海鲜,小资,https://try.taobao.com/report/view.htm?itemId=19030422&reportId=36062288
高海拨冬虫夏草 精选1条装,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=19030422&reportId=35226781
高海拨冬虫夏草 精选1条装,5,5,5,5,5,天秤,女,零食,其他,25-29岁,酸辣,小资,https://try.taobao.com/report/view.htm?itemId=19030422&reportId=35298261
嘎木 正宗西藏那曲雪域冬虫夏草,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=18724006&reportId=34470776
嘎木 正宗西藏那曲雪域冬虫夏草,5,5,5,5,5,射手,女,零食,白领,30-34岁,甜食,屌丝,https://try.taobao.com/report/view.htm?itemId=18724006&reportId=34224851
嘎木 正宗西藏那曲雪域冬虫夏草,5,5,5,5,5,水瓶,男,零食,自由职业者,18-24岁,海鲜,屌丝,https://try.taobao.com/report/view.htm?itemId=18724006&reportId=35508850
冬虫夏草含片5X补肾滋补送礼,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=17566967&reportId=32516109
冬虫夏草含片5X补肾滋补送礼,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=17566967&reportId=32404552
冬虫夏草含片5X补肾滋补送礼,5,5,5,5,5,双鱼,女,零食,白领,25-29岁,甜食,其他,https://try.taobao.com/report/view.htm?itemId=17566967&reportId=31954157
冬虫夏草含片5X补肾滋补送礼,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=17566967&reportId=32102580
西藏那曲高等级冬虫夏草,5,5,5,5,5,处女,男,零食,其他,30-34岁,海鲜,宅男,https://try.taobao.com/report/view.htm?itemId=17560397&reportId=31980125
西藏那曲高等级冬虫夏草,5,5,5,5,5,水瓶,男,主食,白领,35-39岁,海鲜,小资,https://try.taobao.com/report/view.htm?itemId=17560397&reportId=31900250
西藏那曲高等级冬虫夏草,5,5,5,5,5,狮子,女,零食,白领,25-29岁,酸辣,其他,https://try.taobao.com/report/view.htm?itemId=17560397&reportId=31874395
西藏那曲高等级冬虫夏草,4.3,5,4,4,4,,,,,,,,https://try.taobao.com/report/view.htm?itemId=17560397&reportId=32074611
西藏那曲高等级冬虫夏草,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=17560397&reportId=32382018
冬虫夏草含片礼盒正品厂家直销,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=17554283&reportId=32374528
冬虫夏草含片礼盒正品厂家直销,4.3,4,3,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=17554283&reportId=32082039
冬虫夏草含片礼盒正品厂家直销,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=17554283&reportId=31956162
康富美冬虫夏草胶囊,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=17480258&reportId=31674640
康富美冬虫夏草胶囊,4,4,4,4,4,,,,,,,,https://try.taobao.com/report/view.htm?itemId=17480258&reportId=31686363
野生冬虫夏草含片,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=16782277&reportId=30206662
野生冬虫夏草含片,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=16782277&reportId=29950934
野生冬虫夏草含片,4.3,4,5,3,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=16782277&reportId=30456211
兰芙冬虫夏草精华抗皱套装,5,,,,,,,,,,,,https://try.taobao.com/report/view.htm?itemId=16660700&reportId=29750491
兰芙冬虫夏草精华抗皱套装,5,,,,,,,,,,,,https://try.taobao.com/report/view.htm?itemId=16660700&reportId=29636789
兰芙冬虫夏草精华抗皱套装,5,,,,,,,,,,,,https://try.taobao.com/report/view.htm?itemId=16660700&reportId=29744037
兰芙冬虫夏草精华抗皱套装,5,,,,,,,,,,,,https://try.taobao.com/report/view.htm?itemId=16660700&reportId=29622178
兰芙冬虫夏草精华抗皱套装,5,,,,,,,,,,,,https://try.taobao.com/report/view.htm?itemId=16660700&reportId=29438319
兰芙冬虫夏草精华抗皱套装,5,,,,,,,,,,,,https://try.taobao.com/report/view.htm?itemId=16660700&reportId=29626086
兰芙冬虫夏草精华抗皱套装,5,,,,,,,,,,,,https://try.taobao.com/report/view.htm?itemId=16660700&reportId=29390186
兰芙冬虫夏草精华抗皱套装,5,,,,,,,,,,,,https://try.taobao.com/report/view.htm?itemId=16660700&reportId=29574361
兰芙冬虫夏草精华抗皱套装,5,,,,,,,,,,,,https://try.taobao.com/report/view.htm?itemId=16660700&reportId=29716451
晨曦冬虫夏草4根/克玉树野生,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=16386485&reportId=29354076
晨曦冬虫夏草4根/克玉树野生,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=16386485&reportId=29476122
晨曦冬虫夏草4根/克玉树野生,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=16386485&reportId=28910037
晨曦冬虫夏草4根/克玉树野生,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=16386485&reportId=29444485
晨曦冬虫夏草4根/克玉树野生,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=16386485&reportId=28934548
晨曦冬虫夏草4根/克玉树野生,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=16386485&reportId=29422929
晨曦冬虫夏草4根/克玉树野生,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=16386485&reportId=28934755
晨曦冬虫夏草4根/克玉树野生,3.8,3,4,4,4,,,,,,,,https://try.taobao.com/report/view.htm?itemId=16386485&reportId=28850240
晨曦冬虫夏草4根/克玉树野生,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=16386485&reportId=29380458
冬虫夏草,5,5,5,5,5,,,,,,,,https://try.taobao.com/report/view.htm?itemId=16084244&reportId=28554240
